,american_flow,columbia_flow,american_flow_d,columbia_flow_d,american_flow_t,columbia_flow_t,american_flow_s,american_flow_r,columbia_flow_s,columbia_flow_r
1935-04-30,80.3066,34.55,-22.65222126313634,-63.614811735093014,102.95882126313634,98.16481173509301,18.194501045140022,-40.84672230827636,-65.90634387937372,2.2915321442807084
1935-05-31,74.1901,95.71,-28.7910384669066,-2.512905135724452,102.9811384669066,98.22290513572445,46.35554812708408,-75.14658659399068,30.712705577137704,-33.22561071286216
1935-06-30,96.0791,291.66,-6.92435567067686,193.37900146364416,103.00345567067686,98.28099853635587,65.97602378045664,-72.9003794511335,197.2485407479348,-3.869539284290653
1935-07-31,382.5606,339.8,279.5348271255529,241.4609080630127,103.02577287444711,98.3390919369873,108.6433780052578,170.8914491202951,204.42223306158914,37.03867500142357
1935-08-31,298.1764,208.13,195.12830992178266,109.73281466238124,103.04809007821734,98.39718533761875,117.9605643729162,77.16774554886646,84.81628251810056,24.91653214428068
1935-09-30,164.2944,103.07,61.22399271801238,4.614721261749807,103.07040728198761,98.45527873825019,28.430704312003037,32.793288406009346,-5.775382311102314,10.390103572852121
1935-10-31,28.5717,47.29,-74.52102448575786,-51.22337213888162,103.09272448575786,98.51337213888162,-60.23751646319579,-14.283508022562074,-49.47168999744803,-1.7516821414335908
1935-11-30,7.7305,30.3,-95.38454168952812,-68.27146553951306,103.11504168952813,98.57146553951306,-79.59720509553746,-15.78733659399066,-69.59192625522232,1.3204607157092596
1935-12-31,6.257999999999999,25.37,-96.87935889329837,-73.25955894014447,103.13735889329837,98.62955894014448,-87.96792944216487,-8.9114294511335,-78.87573394156804,5.616175001423571
1936-01-31,11.8081,23.47,-91.35157609706863,-75.21765234077591,103.15967609706863,98.68765234077591,-88.00662234354922,-3.3449537535194054,-82.47777796319369,7.260125622417775
1936-02-29,20.1899,21.24,-82.99209330083889,-77.50574574140735,103.18199330083888,98.74574574140735,-57.34257169017661,-25.649521610662276,-83.62694279239656,6.12119705098921
1936-03-31,21.4075,22.65,-81.79681050460914,-76.15383914203878,103.20431050460914,98.80383914203878,-12.40887460823259,-69.38793589637655,-81.47396476445657,5.320125622417791
1936-04-30,190.3175,41.63,87.0908722916206,-57.231932542670215,103.2266277083794,98.86193254267022,18.194501045140022,68.89637124648058,-65.90634387937372,8.674411336703507
1936-05-31,382.2775,136.2,279.02855508785035,37.279974056698336,103.24894491214962,98.92002594330165,46.35554812708408,232.67300696076626,30.712705577137704,6.5672684795606315
1936-06-30,197.2269,291.66,93.9556378840801,192.68188065606694,103.2712621159199,98.97811934393309,65.97602378045664,27.97961410362346,197.2485407479348,-4.566660091867874
1936-07-31,297.0438,233.33,193.75022068030984,134.2937872554355,103.29357931969014,99.03621274456452,108.6433780052578,85.10684267505204,204.42223306158914,-70.12844580615365
1936-08-31,263.7715,162.82,160.45560347653958,63.725693854804035,103.31589652346042,99.09430614519596,117.9605643729162,42.495039103623384,84.81628251810056,-21.09058866329653
1936-09-30,163.6714,77.59,60.33318627276934,-21.56239954582739,103.33821372723067,99.1523995458274,28.430704312003037,31.902481960766302,-5.775382311102314,-15.787017234725075
1936-10-31,38.6242,38.79,-64.73633093100091,-60.420492946458815,103.36053093100091,99.21049294645881,-60.23751646319579,-4.4988144678051185,-49.47168999744803,-10.948802949010783
1936-11-30,13.1107,22.68,-90.27214813477117,-76.58858634709026,103.38284813477117,99.26858634709026,-79.59720509553746,-10.67494303923371,-69.59192625522232,-6.996660091867938
1936-12-31,11.8931,22.26,-91.51206533854142,-77.06667974772168,103.40516533854142,99.32667974772168,-87.96792944216487,-3.5441358963765452,-78.87573394156804,1.8090541938463645
1937-01-31,13.8753,16.82,-89.55218254231168,-82.56477314835311,103.42748254231168,99.3847731483531,-88.00662234354922,-1.545560198762459,-82.47777796319369,-0.08699518515942373
1937-02-28,16.2822,16.99,-87.16759974608193,-82.45286654898456,103.44979974608194,99.44286654898455,-57.34257169017661,-29.82502805590532,-83.62694279239656,1.174076243412003
1937-03-31,19.5103,19.06,-83.96181694985219,-80.44095994961599,103.4721169498522,99.50095994961599,-12.40887460823259,-71.5529423416196,-81.47396476445657,1.0330048148405808
1937-04-30,25.5135,25.49,-77.98093415362243,-74.06905335024743,103.49443415362242,99.55905335024742,18.194501045140022,-96.17543519876244,-65.90634387937372,-8.162709470873708
1937-05-31,177.7449,81.27,74.22814864260731,-18.347146750878863,103.51675135739269,99.61714675087886,46.35554812708408,27.87260051552323,30.712705577137704,-49.05985232801657
1937-06-30,188.1372,218.04,84.59813143883706,118.3647598484897,103.53906856116295,99.6752401515103,65.97602378045664,18.622107658380415,197.2485407479348,-78.88378089944511
1937-07-31,241.3728,265.33,137.81141423506682,165.59666644785824,103.56138576493319,99.73333355214174,108.6433780052578,29.16803622980902,204.42223306158914,-38.8255666137309
1937-08-31,306.9547,165.09,203.37099703129655,65.29857304722685,103.58370296870345,99.79142695277315,117.9605643729162,85.41043265838036,84.81628251810056,-19.51770947087371
1937-09-30,103.3282,99.11,-0.27782017247371016,-0.7395203534045862,103.6060201724737,99.84952035340459,28.430704312003037,-28.708524484476747,-5.775382311102314,5.035861957697728
1937-10-31,24.7206,52.39,-78.90773737624396,-47.51761375403602,103.62833737624396,99.90761375403602,-60.23751646319579,-18.67022091304817,-49.47168999744803,1.9540762434120111
1937-11-30,8.9481,54.09,-94.70255458001422,-45.87570715466745,103.65065458001422,99.96570715466746,-79.59720509553746,-15.105349484476761,-69.59192625522232,23.716219100554866
1937-12-31,8.3252,31.43,-95.34777178378448,-68.59380055529888,103.67297178378448,100.02380055529889,-87.96792944216487,-7.379842341619607,-78.87573394156804,10.28193338626916
1938-01-31,15.7159,27.35,-87.97938898755473,-72.73189395593033,103.69528898755473,100.08189395593033,-88.00662234354922,0.027233355994496833,-82.47777796319369,9.745884007263356
1938-02-28,33.2157,24.49,-70.50190619132498,-75.64998735656177,103.71760619132498,100.13998735656176,-57.34257169017661,-13.159334501148365,-83.62694279239656,7.976955435834796
1938-03-31,203.5698,28.06,99.82987660490475,-72.1380807571932,103.73992339509523,100.1980807571932,-12.40887460823259,112.23875121313735,-81.47396476445657,9.335884007263374
1938-04-30,66.403,42.76,-37.35924059886548,-57.49617415782463,103.76224059886549,100.25617415782463,18.194501045140022,-55.553741644005505,-65.90634387937372,8.410169721549089
1938-05-31,281.2146,129.41,177.4300421973643,29.09573244154393,103.78455780263573,100.31426755845607,46.35554812708408,131.0744940702802,30.712705577137704,-1.6169731355937742
1938-06-30,372.6497,379.45,268.842824993594,279.0776390409125,103.80687500640602,100.37236095908747,65.97602378045664,202.86680121313734,197.2485407479348,81.8290982929777
1938-07-31,341.7844,339.8,237.95520778982376,239.3695456402811,103.82919221017625,100.43045435971891,108.6433780052578,129.31182978456596,204.42223306158914,34.947312578691964
1938-08-31,461.8478,148.38,357.99629058605353,47.89145223964964,103.85150941394647,100.48854776035036,117.9605643729162,240.03572621313734,84.81628251810056,-36.924830278450926
1938-09-30,278.8077,111.85,174.93387338228325,11.303358839018202,103.87382661771676,100.54664116098179,28.430704312003037,146.50316907028022,-5.775382311102314,17.078741150120514
1938-10-31,59.4937,54.65,-44.40244382148702,-45.95473456161323,103.89614382148702,100.60473456161323,-60.23751646319579,15.83507264170877,-49.47168999744803,3.5169554358348023
1938-11-30,16.2822,30.3,-87.63626102525727,-70.36282796224467,103.91846102525727,100.66282796224466,-79.59720509553746,-8.039055929719808,-69.59192625522232,-0.7709017070223467
1938-12-31,13.762,24.89,-90.17877822902753,-75.8309213628761,103.94077822902753,100.7209213628761,-87.96792944216487,-2.2108487868626554,-78.87573394156804,3.044812578691946
1939-01-31,19.3404,23.19,-84.62269543279777,-77.58901476350754,103.96309543279777,100.77901476350753,-88.00662234354922,3.3839269107514554,-82.47777796319369,4.888763199686153
1939-02-28,26.901,19.03,-77.08441263656803,-81.80710816413897,103.98541263656803,100.83710816413897,-57.34257169017661,-19.74184094639142,-83.62694279239656,1.8198346282575955
1939-03-31,28.0054,21.86,-76.00232984033829,-79.0352015647704,104.0077298403383,100.8952015647704,-12.40887460823259,-63.5934552321057,-81.47396476445657,2.4387631996861643
1939-04-30,30.6388,39.36,-73.39124704410854,-61.593294965401824,104.03004704410854,100.95329496540182,18.194501045140022,-91.58574808924857,-65.90634387937372,4.3130489139718975
1939-05-31,43.7779,156.31,-60.2744642478788,55.29861163396674,104.0523642478788,101.01138836603326,46.35554812708408,-106.63001237496287,30.712705577137704,24.58590605682904
1939-06-30,108.7367,220.02,4.662018548350957,118.95051823333532,104.07468145164904,101.0694817666647,65.97602378045664,-61.314005232105686,197.2485407479348,-78.2980225145995
1939-07-31,147.3326,286.0,43.235601344580715,184.87242483270387,104.0969986554193,101.12757516729613,108.6433780052578,-65.40777666067709,204.42223306158914,-19.54980822888527
1939-08-31,73.1424,203.88,-30.97691585918956,102.69433143207243,104.11931585918956,101.18566856792756,117.9605643729162,-148.93748023210577,84.81628251810056,17.878048913971867
1939-09-30,22.2004,90.33,-81.94123306295981,-10.913761968559001,104.14163306295981,101.243761968559,28.430704312003037,-110.37193737496284,-5.775382311102314,-5.138379657456687
1939-10-31,4.6723,66.26,-99.49165026673006,-35.04185536919043,104.16395026673007,101.30185536919043,-60.23751646319579,-39.25413380353427,-49.47168999744803,14.429834628257602
1939-11-30,3.0016,50.12,-101.18466747050032,-51.23994876982187,104.18626747050031,101.35994876982187,-79.59720509553746,-21.587462374962854,-69.59192625522232,18.351977485400447
1939-12-31,3.0582,34.83,-101.15038467427057,-66.5880421704533,104.20858467427057,101.4180421704533,-87.96792944216487,-13.182455232105696,-78.87573394156804,12.287691771114737
1940-01-31,12.9691,21.44,-91.26180187804083,-80.03613557108474,104.23090187804083,101.47613557108474,-88.00662234354922,-3.255179534491603,-82.47777796319369,2.441642392108946
1940-02-29,14.6115,22.68,-89.64171908181109,-78.85422897171617,104.2532190818111,101.53422897171617,-57.34257169017661,-32.29914739163448,-83.62694279239656,4.772713820680394
1940-03-31,19.5669,27.64,-84.70863628558133,-73.9523223723476,104.27553628558134,101.5923223723476,-12.40887460823259,-72.29976167734874,-81.47396476445657,7.521642392108973
1940-04-30,220.8148,35.11,116.5169465106484,-66.54041577297903,104.2978534893516,101.65041577297903,18.194501045140022,98.32244546550837,-65.90634387937372,-0.6340718936053094
1940-05-31,301.5745,137.62,197.25432930687816,35.91149082638954,104.32017069312184,101.70850917361047,46.35554812708408,150.89878117979407,30.712705577137704,5.198785249251834
1940-06-30,390.2062,268.16,285.8637121031079,166.3933974257581,104.34248789689212,101.76660257424192,65.97602378045664,219.88768832265126,197.2485407479348,-30.8551433221767
1940-07-31,295.9111,256.55,191.54629489933762,154.72530402512666,104.36480510066235,101.82469597487335,108.6433780052578,82.90291689407982,204.42223306158914,-49.69692903646248
1940-08-31,227.6675,168.77,123.28037769556738,66.88721062449524,104.38712230443261,101.88278937550477,117.9605643729162,5.319813322651186,84.81628251810056,-17.929071893605325
1940-09-30,91.5484,120.35,-12.861039508202865,18.409117223863788,104.40943950820287,101.9408827761362,28.430704312003037,-41.2917438202059,-5.775382311102314,24.1844995349661
1940-10-31,20.7846,66.26,-83.64715671197311,-35.738976176767636,104.43175671197311,101.99897617676764,-60.23751646319579,-23.409640248777322,-49.47168999744803,13.732713820680395
1940-11-30,10.9586,32.85,-93.49547391574336,-69.20706957739907,104.45407391574336,102.05706957739906,-79.59720509553746,-13.8982688202059,-69.59192625522232,0.38485667782325095
1940-12-31,11.6099,28.6,-92.86649111951363,-73.5151629780305,104.47639111951362,102.1151629780305,-87.96792944216487,-4.898561677348752,-78.87573394156804,5.3605709635375405
1941-01-31,11.9214,21.83,-92.57730832328387,-80.34325637866193,104.49870832328388,102.17325637866193,-88.00662234354922,-4.570685979734648,-82.47777796319369,2.134521584531754
1941-02-28,26.6462,18.35,-77.87482552705413,-83.88134977929337,104.52102552705412,102.23134977929337,-57.34257169017661,-20.532253836877516,-83.62694279239656,-0.25440698689681085
1941-03-31,121.7341,25.15,17.19075726917562,-77.1394431799248,104.54334273082438,102.2894431799248,-12.40887460823259,29.59963187740821,-81.47396476445657,4.334521584531771
1941-04-30,165.512,37.94,60.946340065405366,-64.40753658055624,104.56565993459463,102.34753658055624,18.194501045140022,42.75183902026534,-65.90634387937372,1.498807298817482
1941-05-31,247.2344,99.96,142.6464228616351,-2.445629981187679,104.58797713836489,102.40562998118767,46.35554812708408,96.29087473455102,30.712705577137704,-33.15833555832538
1941-06-30,212.4047,206.71,107.79440565786484,104.2462766181809,104.61029434213515,102.46372338181911,65.97602378045664,41.8183818774082,197.2485407479348,-93.00226412975391
1941-07-31,214.9532,217.19,110.3205884540946,114.66818321754945,104.6326115459054,102.52181678245054,108.6433780052578,1.677210448836803,204.42223306158914,-89.75404984403968
1941-08-31,323.6616,152.06,219.00667125032436,49.480089816918024,104.65492874967566,102.57991018308198,117.9605643729162,101.04610687740816,84.81628251810056,-35.33619270118254
1941-09-30,131.3619,74.47,26.684654046554087,-28.168003583713414,104.6772459534459,102.63800358371341,28.430704312003037,-1.7460502654489503,-5.775382311102314,-22.392621272611102
1941-10-31,37.3499,52.1,-67.34966315721616,-50.59609698434483,104.69956315721615,102.69609698434483,-60.23751646319579,-7.1121466940203675,-49.47168999744803,-1.1244069868968012
1941-11-30,12.9974,36.53,-91.72448036098642,-66.22419038497627,104.72188036098642,102.75419038497627,-79.59720509553746,-12.127275265448958,-69.59192625522232,3.367735870246051
1941-12-31,10.0242,31.15,-94.71999756475668,-71.66228378560771,104.74419756475669,102.81228378560772,-87.96792944216487,-6.752068122591808,-78.87573394156804,7.213450155960331
1942-01-31,13.4505,22.82,-91.31601476852693,-80.05037718623913,104.76651476852693,102.87037718623912,-88.00662234354922,-3.309392424977702,-82.47777796319369,2.4274007769545562
1942-02-28,30.4689,23.02,-74.31993197229717,-79.90847058687058,104.78883197229717,102.92847058687057,-57.34257169017661,-16.977360282120557,-83.62694279239656,3.718472205525984
1942-03-31,154.695,24.83,49.88385082393256,-78.15656398750201,104.81114917606743,102.98656398750201,-12.40887460823259,62.292725432165156,-81.47396476445657,3.317400776954557
1942-04-30,274.2487,33.98,169.4152336201623,-69.06465738813344,104.83346637983769,103.04465738813343,18.194501045140022,151.22073257502228,-65.90634387937372,-3.1583135087597185
1942-05-31,292.2299,118.65,187.37411641639204,15.547249211235126,104.85578358360794,103.10275078876488,46.35554812708408,141.01856828930795,30.712705577137704,-15.165456365902578
1942-06-30,140.31,258.53,35.4318992126218,155.36915581060367,104.8781007873782,103.1608441893963,65.97602378045664,-30.544124567834842,197.2485407479348,-41.87938493733114
1942-07-31,297.6101,319.98,192.70968200885153,216.76106240997228,104.90041799114846,103.21893759002774,108.6433780052578,84.06630400359373,204.42223306158914,12.338829348383143
1942-08-31,328.7586,209.83,223.83586480508131,106.55296900934084,104.92273519491869,103.27703099065917,117.9605643729162,105.87530043216512,84.81628251810056,21.736686491240278
1942-09-30,259.4673,89.76,154.52224760131105,-13.5751243912906,104.94505239868897,103.3351243912906,28.430704312003037,126.09154328930802,-5.775382311102314,-7.799742080188286
1942-10-31,68.0171,53.52,-36.950269602459215,-49.87321779192204,104.96736960245921,103.39321779192204,-60.23751646319579,23.287246860736573,-49.47168999744803,-0.4015277944740063
1942-11-30,15.3194,32.85,-89.67028680622947,-70.60131119255348,104.98968680622947,103.45131119255348,-79.59720509553746,-10.073081710692009,-69.59192625522232,-1.0093849373311627
1942-12-31,10.7038,26.67,-94.30820400999971,-76.83940459318491,105.01200400999971,103.50940459318491,-87.96792944216487,-6.34027456783484,-78.87573394156804,2.036329348383134
1943-01-31,10.1941,21.55,-94.84022121376996,-82.01749799381635,105.03432121376997,103.56749799381635,-88.00662234354922,-6.83359887022074,-82.47777796319369,0.46027996937733917
1943-02-28,77.4749,21.01,-27.581738417540222,-82.61559139444778,105.05663841754023,103.62559139444778,-57.34257169017661,29.76083327263639,-83.62694279239656,1.0113513979487863
1943-03-31,134.7033,26.19,29.62434437868953,-77.49368479507922,105.07895562131048,103.68368479507922,-12.40887460823259,42.03321898692212,-81.47396476445657,3.9802799693773494
1943-04-30,325.0774,65.13,219.97612717491927,-38.611778195710656,105.10127282508074,103.74177819571065,18.194501045140022,201.78162612977926,-65.90634387937372,27.294565683663066
1943-05-31,199.6904,88.35,94.56680997114901,-15.449871596342092,105.123590028851,103.79987159634209,46.35554812708408,48.211261844064936,30.712705577137704,-46.1625771734798
1943-06-30,435.5132,194.54,330.36729276737873,90.68203500302648,105.14590723262125,103.85796499697351,65.97602378045664,264.3912689869221,197.2485407479348,-106.56650574490833
1943-07-31,284.8675,334.14,179.69927556360852,230.22394160239503,105.16822443639148,103.91605839760496,108.6433780052578,71.05589755835072,204.42223306158914,25.80170854080589
1943-08-31,202.2106,215.77,97.02005835983825,111.79584820176363,105.19054164016175,103.97415179823638,117.9605643729162,-20.94050601307795,84.81628251810056,26.97956568366307
1943-09-30,122.8102,80.14,17.597341156067984,-23.892245198867812,105.21285884393201,104.03224519886781,28.430704312003037,-10.833363155935054,-5.775382311102314,-18.1168628877655
1943-10-31,36.0473,51.54,-69.18787604770228,-52.55033859949925,105.23517604770228,104.09033859949925,-60.23751646319579,-8.950359584506486,-49.47168999744803,-3.078648602051217
1943-11-30,9.9109,29.45,-95.34659325147251,-74.69843200013068,105.25749325147251,104.14843200013068,-79.59720509553746,-15.749388155935051,-69.59192625522232,-5.106505744908361
1943-12-31,7.0226,23.33,-98.25721045524277,-80.87652540076212,105.27981045524277,104.20652540076212,-87.96792944216487,-10.289281013077897,-78.87573394156804,-2.000791459194076
1944-01-31,12.0913,20.1,-93.21082765901302,-84.16461880139354,105.30212765901302,104.26461880139354,-88.00662234354922,-5.2042053154637955,-82.47777796319369,-1.6868408381998563
1944-02-29,17.3865,19.43,-87.93794486278328,-84.892712202025,105.32444486278328,104.322712202025,-57.34257169017661,-30.59537317260667,-83.62694279239656,-1.265769409628433
1944-03-31,22.0871,20.08,-83.25966206655355,-84.30080560265641,105.34676206655354,104.38080560265641,-12.40887460823259,-70.85078745832095,-81.47396476445657,-2.8268408381998427
1944-04-30,35.3111,27.33,-70.05797927032378,-77.10889900328785,105.3690792703238,104.43889900328784,18.194501045140022,-88.2524803154638,-65.90634387937372,-11.202555123914124
1944-05-31,79.1739,87.5,-26.217496474094034,-16.99699240391928,105.39139647409404,104.49699240391928,46.35554812708408,-72.57304460117811,30.712705577137704,-47.70969798105698
1944-06-30,115.023,220.31,9.609286322135702,115.75491419544929,105.4137136778643,104.55508580455071,65.97602378045664,-56.36673745832094,197.2485407479348,-81.49362655248552
1944-07-31,108.1421,172.17,2.7060691183654484,67.55682079481784,105.43603088163455,104.61317920518215,108.6433780052578,-105.93730888689235,204.42223306158914,-136.8654122667713
1944-08-31,212.2914,156.03,106.8330519145952,51.35872739418642,105.45834808540481,104.67127260581358,117.9605643729162,-11.127512458320993,84.81628251810056,-33.45755512391415
1944-09-30,88.2636,91.75,-17.217065289175054,-12.97936600644502,105.48066528917505,104.72936600644502,28.430704312003037,-45.64776960117809,-5.775382311102314,-7.203983695342705
1944-10-31,17.8962,53.52,-87.60678249294531,-51.26745940707645,105.5029824929453,104.78745940707645,-60.23751646319579,-27.369266029749525,-49.47168999744803,-1.79576940962842
1944-11-30,6.0881,34.55,-99.43719969671557,-70.29555280770789,105.52529969671556,104.84555280770789,-79.59720509553746,-19.839994601178105,-69.59192625522232,-0.7036265524855736
1944-12-31,6.343,19.91,-99.20461690048582,-84.99364620833933,105.54761690048582,104.90364620833932,-87.96792944216487,-11.236687458320944,-78.87573394156804,-6.117912266771285
1945-01-31,12.6859,17.05,-92.88403410425607,-87.91173960897076,105.56993410425608,104.96173960897076,-88.00662234354922,-4.877411760706849,-82.47777796319369,-5.4339616457770745
1945-02-28,61.6741,17.02,-43.91815130802633,-87.99983300960218,105.59225130802633,105.01983300960218,-57.34257169017661,13.42442038215028,-83.62694279239656,-4.372890217205622
1945-03-31,65.6101,16.88,-40.004468511796574,-88.19792641023362,105.61456851179658,105.07792641023362,-12.40887460823259,-27.595593903563984,-81.47396476445657,-6.723961645777052
1945-04-30,51.3384,22.14,-54.298485715566834,-82.99601981086505,105.63688571556683,105.13601981086505,18.194501045140022,-72.49298676070686,-65.90634387937372,-17.08967593149133
1945-05-31,288.8319,66.83,183.17269708066294,-38.36411321149649,105.65920291933708,105.19411321149649,46.35554812708408,136.81714895357885,30.712705577137704,-69.0768187886342
1945-06-30,119.3272,210.96,13.645679876892657,105.70779338787209,105.68152012310735,105.25220661212792,65.97602378045664,-52.330343903563985,197.2485407479348,-91.54074736006272
1945-07-31,194.3952,242.96,88.69136267312238,137.64969998724064,105.7038373268776,105.31030001275937,108.6433780052578,-19.952015332135417,204.42223306158914,-66.7725330743485
1945-08-31,253.1526,150.08,147.42644546935216,44.71160658660922,105.72615453064785,105.36839341339079,117.9605643729162,29.465881096435965,84.81628251810056,-40.10467593149134
1945-09-30,129.493,74.47,23.74452826558189,-30.956486814022227,105.7484717344181,105.42648681402223,28.430704312003037,-4.686176046421146,-5.775382311102314,-25.181104502919915
1945-10-31,29.7893,41.34,-75.98148893818836,-64.14458021465366,105.77078893818836,105.48458021465366,-60.23751646319579,-15.743972474992574,-49.47168999744803,-14.672890217205627
1945-11-30,7.6455,30.3,-98.14760614195862,-75.24267361528509,105.79310614195862,105.54267361528508,-79.59720509553746,-18.550401046421158,-69.59192625522232,-5.650747360062766
1945-12-31,7.5889,18.32,-98.22652334572888,-87.28076701591652,105.81542334572887,105.60076701591652,-87.96792944216487,-10.258593903564005,-78.87573394156804,-8.40503307434848
1946-01-31,18.7741,14.19,-87.06364054949911,-91.46886041654795,105.83774054949912,105.65886041654795,-88.00662234354922,0.9429817940501124,-82.47777796319369,-8.991082453354267
1946-02-28,72.8876,16.48,-32.97245775326937,-89.23695381717938,105.86005775326937,105.71695381717939,-57.34257169017661,24.370113936907245,-83.62694279239656,-5.610011024782821
1946-03-31,248.9617,24.95,143.07932504296036,-80.82504721781082,105.88237495703964,105.77504721781082,-12.40887460823259,155.48819965119296,-81.47396476445657,0.6489175466457482
1946-04-30,141.0462,33.7,35.14150783919011,-72.13314061844225,105.90469216080989,105.83314061844226,18.194501045140022,16.94700679405009,-65.90634387937372,-6.226796739068533
1946-05-31,77.1068,164.52,-28.820209364580137,58.62876598092632,105.92700936458014,105.89123401907369,46.35554812708408,-75.17575749166421,30.712705577137704,27.916060403788613
1946-06-30,157.8381,334.14,51.88877343164961,228.19067258029486,105.94932656835039,105.94932741970513,65.97602378045664,-14.087250348807032,197.2485407479348,30.942131832360047
1946-07-31,242.2223,308.65,136.25065622787935,202.64257917966341,105.97164377212064,106.00742082033656,108.6433780052578,27.607278222621545,204.42223306158914,-1.779653881925725
1946-08-31,246.1301,189.72,140.1361390241091,83.654485779032,105.9939609758909,106.065514220968,117.9605643729162,22.175574651192903,84.81628251810056,-1.1617967390685635
1946-09-30,91.8315,114.12,-14.184778179661151,7.9963923784005715,106.01627817966116,106.12360762159943,28.430704312003037,-42.61548249166419,-5.775382311102314,13.771774689502886
